,index,forecast_sales,country,stockCode
0,2012-01-31,13.690146895789718,United Kingdom,21248
1,2012-02-29,25.588639313444876,United Kingdom,21248
2,2012-03-31,-0.8394932470230252,United Kingdom,21248
3,2012-04-30,51.69769586791888,United Kingdom,21248
4,2012-05-31,26.392297359230596,United Kingdom,21248
5,2012-06-30,33.4811059724017,United Kingdom,21248
0,2012-01-31,52.502844888345024,United Kingdom,21249
1,2012-02-29,23.20943275266039,United Kingdom,21249
2,2012-03-31,37.28467725543913,United Kingdom,21249
3,2012-04-30,22.2156574834242,United Kingdom,21249
4,2012-05-31,37.21296673488473,United Kingdom,21249
5,2012-06-30,17.15101824310943,United Kingdom,21249
0,2011-12-31,-11.208815328904063,United Kingdom,21250
1,2012-01-31,9.274909019652096,United Kingdom,21250
2,2012-02-29,-21.684735631282393,United Kingdom,21250
3,2012-03-31,20.123517197266953,United Kingdom,21250
4,2012-04-30,-9.967804282842584,United Kingdom,21250
5,2012-05-31,-5.583331749949037,United Kingdom,21250
0,2011-12-31,3.9724806243641826,United Kingdom,21251
1,2012-01-31,16.011572524102544,United Kingdom,21251
2,2012-02-29,-1.1095025976963715,United Kingdom,21251
3,2012-03-31,24.824466278109742,United Kingdom,21251
4,2012-04-30,-7.34778135552593,United Kingdom,21251
5,2012-05-31,13.89324825231462,United Kingdom,21251
0,2012-01-31,30.839998185106836,United Kingdom,21253
1,2012-02-29,24.69035790918855,United Kingdom,21253
2,2012-03-31,26.285201901196118,United Kingdom,21253
3,2012-04-30,20.48580510156373,United Kingdom,21253
4,2012-05-31,43.82535055771045,United Kingdom,21253
5,2012-06-30,38.090682036391115,United Kingdom,21253
0,2012-01-31,0.7732413292032163,United Kingdom,21257
1,2012-02-29,-17.738787709636455,United Kingdom,21257
2,2012-03-31,191.02130873238605,United Kingdom,21257
3,2012-04-30,-8.076407833424838,United Kingdom,21257
4,2012-05-31,47.032802365036055,United Kingdom,21257
5,2012-06-30,26.249517642089074,United Kingdom,21257
0,2012-01-31,-180.08558573763256,United Kingdom,21259
1,2012-02-29,-152.28160503937718,United Kingdom,21259
2,2012-03-31,-43.75999561370045,United Kingdom,21259
3,2012-04-30,-252.1457423832114,United Kingdom,21259
4,2012-05-31,-45.72134620378747,United Kingdom,21259
5,2012-06-30,-14.265762145496659,United Kingdom,21259
0,2012-01-31,37.949456333733934,United Kingdom,21260
1,2012-02-29,101.59998994299276,United Kingdom,21260
2,2012-03-31,184.40174066661973,United Kingdom,21260
3,2012-04-30,111.49788476212647,United Kingdom,21260
4,2012-05-31,133.75784671085844,United Kingdom,21260
5,2012-06-30,138.9383791632933,United Kingdom,21260
0,2012-01-31,-44.64416026039159,United Kingdom,21261
1,2012-02-29,-50.827355966374284,United Kingdom,21261
2,2012-03-31,-49.38790865207206,United Kingdom,21261
3,2012-04-30,-26.519691361365595,United Kingdom,21261
4,2012-05-31,-46.51149358855848,United Kingdom,21261
5,2012-06-30,-36.22432390626133,United Kingdom,21261
0,2012-01-31,10.600298829402462,United Kingdom,21262
1,2012-02-29,-0.4020844665536316,United Kingdom,21262
2,2012-03-31,6.544777221910763,United Kingdom,21262
3,2012-04-30,2.3176560743960195,United Kingdom,21262
4,2012-05-31,20.416146347530727,United Kingdom,21262
5,2012-06-30,29.443508478399075,United Kingdom,21262
0,2012-01-31,2.896455984572107,United Kingdom,21265
1,2012-02-29,0.0011154290911417064,United Kingdom,21265
2,2012-03-31,0.000762781955579328,United Kingdom,21265
3,2012-04-30,0.0005169095347348218,United Kingdom,21265
4,2012-05-31,1.9502465000911666,United Kingdom,21265
5,2012-06-30,4.314929167037462e-05,United Kingdom,21265
0,2011-12-31,1.9912445619792614,United Kingdom,21269
1,2012-01-31,-8.565684243505975,United Kingdom,21269
2,2012-02-29,27.63405230665002,United Kingdom,21269
3,2012-03-31,38.33216628626771,United Kingdom,21269
4,2012-04-30,2.279334327417713,United Kingdom,21269
5,2012-05-31,17.23123848677907,United Kingdom,21269
0,2012-01-31,-10.02910791304232,United Kingdom,21279
1,2012-02-29,-13.29147515243313,United Kingdom,21279
2,2012-03-31,-1.3561793064924779,United Kingdom,21279
3,2012-04-30,21.98162147168949,United Kingdom,21279
4,2012-05-31,0.7259537940734108,United Kingdom,21279
5,2012-06-30,-8.931133624350174,United Kingdom,21279
0,2011-12-31,1.5380707686049764,United Kingdom,21280
1,2012-01-31,2.8116513875650764,United Kingdom,21280
2,2012-02-29,-4.751267636512852,United Kingdom,21280
3,2012-03-31,9.40039828906089,United Kingdom,21280
4,2012-04-30,20.96281426024636,United Kingdom,21280
5,2012-05-31,41.531275804801865,United Kingdom,21280
0,2011-12-31,65.91473634131826,United Kingdom,21281
1,2012-01-31,32.15945666354431,United Kingdom,21281
2,2012-02-29,19.97416049958022,United Kingdom,21281
3,2012-03-31,11.713821839779115,United Kingdom,21281
4,2012-04-30,33.90346680190246,United Kingdom,21281
5,2012-05-31,42.26810578135529,United Kingdom,21281
0,2012-01-31,46.35543096872368,United Kingdom,21284
1,2012-02-29,20.24260942664115,United Kingdom,21284
2,2012-03-31,34.340901182335855,United Kingdom,21284
3,2012-04-30,38.150016149611815,United Kingdom,21284
4,2012-05-31,42.54008644094051,United Kingdom,21284
5,2012-06-30,11.350774211259235,United Kingdom,21284
0,2012-01-31,7.2679477392903475,United Kingdom,21285
1,2012-02-29,12.783956564165406,United Kingdom,21285
2,2012-03-31,5.275041880296394,United Kingdom,21285
3,2012-04-30,-5.417093665849119,United Kingdom,21285
4,2012-05-31,-8.704430250080193,United Kingdom,21285
5,2012-06-30,-2.7116174765503516,United Kingdom,21285
0,2012-01-31,-13.098934341950088,United Kingdom,21286
1,2012-02-29,10.08203688831714,United Kingdom,21286
2,2012-03-31,-24.26237295249868,United Kingdom,21286
3,2012-04-30,20.461118041336235,United Kingdom,21286
4,2012-05-31,-8.946938401678441,United Kingdom,21286
5,2012-06-30,-24.03052824946986,United Kingdom,21286
0,2012-01-31,-13.9339755180023,United Kingdom,21287
1,2012-02-29,-25.016552758868265,United Kingdom,21287
2,2012-03-31,-14.844135829509181,United Kingdom,21287
3,2012-04-30,12.833248097526125,United Kingdom,21287
4,2012-05-31,-20.149380670018644,United Kingdom,21287
5,2012-06-30,-21.872000183302553,United Kingdom,21287
0,2012-01-31,80.11572509580424,United Kingdom,21288
1,2012-02-29,42.77927045920704,United Kingdom,21288
2,2012-03-31,93.46310566084261,United Kingdom,21288
3,2012-04-30,77.18239501801054,United Kingdom,21288
4,2012-05-31,46.45902104181233,United Kingdom,21288
5,2012-06-30,56.57977738389522,United Kingdom,21288
0,2012-01-31,-27.41545915545286,United Kingdom,21289
1,2012-02-29,-18.874367157615335,United Kingdom,21289
2,2012-03-31,29.221934563281756,United Kingdom,21289
3,2012-04-30,-1.297507036476576,United Kingdom,21289
4,2012-05-31,-29.291210382242262,United Kingdom,21289
5,2012-06-30,-14.419989075477085,United Kingdom,21289
0,2011-12-31,-9.282055593197958,United Kingdom,21291
1,2012-01-31,-34.196248941035435,United Kingdom,21291
2,2012-02-29,-49.043544983321475,United Kingdom,21291
3,2012-03-31,-26.88674601770959,United Kingdom,21291
4,2012-04-30,-43.78895893355438,United Kingdom,21291
5,2012-05-31,-61.596059074002994,United Kingdom,21291
0,2011-12-31,46.74994639584249,United Kingdom,21292
1,2012-01-31,8.500020386560028,United Kingdom,21292
2,2012-02-29,20.400039546952403,United Kingdom,21292
3,2012-03-31,48.41500307760087,United Kingdom,21292
4,2012-04-30,19.97504044687534,United Kingdom,21292
5,2012-05-31,17.000006240617203,United Kingdom,21292
0,2012-01-31,42.443186437146046,United Kingdom,21293
1,2012-02-29,-16.014098192530227,United Kingdom,21293
2,2012-03-31,1.2504855171071485,United Kingdom,21293
3,2012-04-30,-24.428165288787937,United Kingdom,21293
4,2012-05-31,-7.144152995180561,United Kingdom,21293
5,2012-06-30,-16.081188352077195,United Kingdom,21293
0,2012-01-31,19.019180264544886,United Kingdom,21306
1,2012-02-29,5.302062283049171,United Kingdom,21306
2,2012-03-31,18.429655379264716,United Kingdom,21306
3,2012-04-30,4.117507795858623,United Kingdom,21306
4,2012-05-31,3.000320842812478,United Kingdom,21306
5,2012-06-30,7.3081702373963635,United Kingdom,21306
0,2012-01-31,-35.30698550482893,United Kingdom,21311
1,2012-02-29,-32.47172180405478,United Kingdom,21311
2,2012-03-31,-34.25627137098307,United Kingdom,21311
3,2012-04-30,-13.9909170586127,United Kingdom,21311
4,2012-05-31,-26.69568024365879,United Kingdom,21311
5,2012-06-30,-12.13535047982695,United Kingdom,21311
0,2012-01-31,113.95085545612984,United Kingdom,21313
1,2012-02-29,148.79254462872336,United Kingdom,21313
2,2012-03-31,163.63500681395973,United Kingdom,21313
3,2012-04-30,93.51098635381513,United Kingdom,21313
4,2012-05-31,132.92509751097975,United Kingdom,21313
5,2012-06-30,169.9259981628766,United Kingdom,21313
0,2012-01-31,179.64619609494494,United Kingdom,21314
1,2012-02-29,129.79497184668605,United Kingdom,21314
2,2012-03-31,183.25623079039303,United Kingdom,21314
3,2012-04-30,149.74711264854326,United Kingdom,21314
4,2012-05-31,39.97317898716909,United Kingdom,21314
5,2012-06-30,102.23305480123858,United Kingdom,21314
0,2012-01-31,66.77590656269078,United Kingdom,21317
1,2012-02-29,38.148434648658416,United Kingdom,21317
2,2012-03-31,46.32550987425125,United Kingdom,21317
3,2012-04-30,10.900899028163614,United Kingdom,21317
4,2012-05-31,21.80103804985633,United Kingdom,21317
5,2012-06-30,27.249943427985112,United Kingdom,21317
0,2012-01-31,152.2829026813602,United Kingdom,21326
1,2012-02-29,126.77837470299093,United Kingdom,21326
2,2012-03-31,73.04944369350898,United Kingdom,21326
3,2012-04-30,109.94034187507049,United Kingdom,21326
4,2012-05-31,131.34329705096093,United Kingdom,21326
5,2012-06-30,105.1706920713485,United Kingdom,21326
0,2012-01-31,26.077379343281173,United Kingdom,21327
1,2012-02-29,84.43514353418456,United Kingdom,21327
2,2012-03-31,46.37493093321473,United Kingdom,21327
3,2012-04-30,66.49717813914424,United Kingdom,21327
4,2012-05-31,32.43119727289561,United Kingdom,21327
5,2012-06-30,38.94426865529258,United Kingdom,21327
0,2012-01-31,-177.33782489432133,United Kingdom,21328
1,2012-02-29,-140.3461887978056,United Kingdom,21328
2,2012-03-31,-161.32450456294956,United Kingdom,21328
3,2012-04-30,-189.21282108141034,United Kingdom,21328
4,2012-05-31,-161.59114690692024,United Kingdom,21328
5,2012-06-30,-157.90940995827555,United Kingdom,21328
0,2012-01-31,-52.746993622467265,United Kingdom,21329
1,2012-02-29,-10.33764794238867,United Kingdom,21329
2,2012-03-31,-37.07976629585101,United Kingdom,21329
3,2012-04-30,-10.277978641145246,United Kingdom,21329
4,2012-05-31,-22.227317257332523,United Kingdom,21329
5,2012-06-30,-40.60926146688329,United Kingdom,21329
0,2011-12-31,-477.6156155154455,United Kingdom,21349
1,2012-01-31,-553.5454862420972,United Kingdom,21349
2,2012-02-29,-539.1111833256191,United Kingdom,21349
3,2012-03-31,-510.98436503303355,United Kingdom,21349
4,2012-04-30,-487.6814712474538,United Kingdom,21349
5,2012-05-31,-493.11424543200985,United Kingdom,21349
0,2012-01-31,-287.75771921972967,United Kingdom,21351
1,2012-02-29,-295.4048749034798,United Kingdom,21351
2,2012-03-31,-283.34719694026785,United Kingdom,21351
3,2012-04-30,-283.1762549407646,United Kingdom,21351
4,2012-05-31,-279.89876108861154,United Kingdom,21351
5,2012-06-30,-257.6375940140011,United Kingdom,21351
0,2011-12-31,-67.26689617471358,United Kingdom,21352
1,2012-01-31,-194.94223291136228,United Kingdom,21352
2,2012-02-29,-214.7720388409643,United Kingdom,21352
3,2012-03-31,-214.20088791299588,United Kingdom,21352
4,2012-04-30,-117.76430044811815,United Kingdom,21352
5,2012-05-31,-205.30318403653212,United Kingdom,21352
0,2012-01-31,128.35750729299428,United Kingdom,21354
1,2012-02-29,285.16767369836725,United Kingdom,21354
2,2012-03-31,168.8585031060625,United Kingdom,21354
3,2012-04-30,36.8005797758078,United Kingdom,21354
4,2012-05-31,23.075498830773114,United Kingdom,21354
5,2012-06-30,12.259989274316403,United Kingdom,21354
0,2012-01-31,316.06376001793603,United Kingdom,21355
1,2012-02-29,97.28329167308097,United Kingdom,21355
2,2012-03-31,-90.19823639607502,United Kingdom,21355
3,2012-04-30,-71.23805208358893,United Kingdom,21355
4,2012-05-31,-88.65778267718179,United Kingdom,21355
5,2012-06-30,-69.54040883713196,United Kingdom,21355
0,2012-01-31,-15.468757716275451,United Kingdom,21356
1,2012-02-29,-13.769795213732312,United Kingdom,21356
2,2012-03-31,18.523424011632525,United Kingdom,21356
3,2012-04-30,-22.06395531010799,United Kingdom,21356
4,2012-05-31,-15.415358339072696,United Kingdom,21356
5,2012-06-30,-25.20267605637684,United Kingdom,21356
0,2012-01-31,18.95921473558228,United Kingdom,21358
1,2012-02-29,43.10774161810443,United Kingdom,21358
2,2012-03-31,47.95213726880314,United Kingdom,21358
3,2012-04-30,41.94561623885964,United Kingdom,21358
4,2012-05-31,6.683144524538896,United Kingdom,21358
5,2012-06-30,11.993855836140085,United Kingdom,21358
0,2012-01-31,8.749975311030779,United Kingdom,21365
1,2012-02-29,20.667504297637237,United Kingdom,21365
2,2012-03-31,17.647564940310787,United Kingdom,21365
3,2012-04-30,0.008485313858773935,United Kingdom,21365
4,2012-05-31,10.289175679342272,United Kingdom,21365
5,2012-06-30,25.421721807898567,United Kingdom,21365
0,2012-01-31,18.80990345358868,United Kingdom,21366
1,2012-02-29,25.065271025193894,United Kingdom,21366
2,2012-03-31,27.48972059924081,United Kingdom,21366
3,2012-04-30,21.099970386528124,United Kingdom,21366
4,2012-05-31,35.89982936636529,United Kingdom,21366
5,2012-06-30,53.94996515682257,United Kingdom,21366
0,2012-01-31,17.067030442566086,United Kingdom,21367
1,2012-02-29,5.450576115466475,United Kingdom,21367
2,2012-03-31,9.019118202199307,United Kingdom,21367
3,2012-04-30,6.292661236352238,United Kingdom,21367
4,2012-05-31,8.486214441498474,United Kingdom,21367
5,2012-06-30,14.934727993735093,United Kingdom,21367
0,2012-01-31,7.560002425980274,United Kingdom,21368
1,2012-02-29,3.824992394455714,United Kingdom,21368
2,2012-03-31,5.060003862564236,United Kingdom,21368
3,2012-04-30,2.5499912518799555,United Kingdom,21368
4,2012-05-31,3.75500393016876,United Kingdom,21368
5,2012-06-30,11.624996257823437,United Kingdom,21368
0,2012-01-31,10.65130913990591,United Kingdom,21369
1,2012-02-29,13.95325239638166,United Kingdom,21369
2,2012-03-31,13.56416742018573,United Kingdom,21369
3,2012-04-30,5.676442082223278,United Kingdom,21369
4,2012-05-31,12.78854484427907,United Kingdom,21369
5,2012-06-30,20.524085280507986,United Kingdom,21369
0,2012-01-31,-4.121848143257951,United Kingdom,21370
1,2012-02-29,5.620826223670522,United Kingdom,21370
2,2012-03-31,-0.5114311494849393,United Kingdom,21370
3,2012-04-30,-3.4688765177739525,United Kingdom,21370
4,2012-05-31,-3.251228913331076,United Kingdom,21370
5,2012-06-30,-3.0334167782120627,United Kingdom,21370
0,2012-01-31,17.659636467563864,United Kingdom,21371
1,2012-02-29,25.399616012204852,United Kingdom,21371
2,2012-03-31,11.454644213308333,United Kingdom,21371
3,2012-04-30,6.284683225983283,United Kingdom,21371
4,2012-05-31,20.33975365735701,United Kingdom,21371
5,2012-06-30,22.40432333126757,United Kingdom,21371
0,2011-12-31,34.14501355761482,United Kingdom,21372
1,2012-01-31,5.849992469411196,United Kingdom,21372
2,2012-02-29,10.32501083602833,United Kingdom,21372
3,2012-03-31,2.894992354095568,United Kingdom,21372
4,2012-04-30,-3.6408513608421345e-06,United Kingdom,21372
5,2012-05-31,-7.838173596397269e-06,United Kingdom,21372
0,2012-01-31,15.119684756601854,United Kingdom,21373
1,2012-02-29,14.470722072048149,United Kingdom,21373
2,2012-03-31,13.818826071021741,United Kingdom,21373
3,2012-04-30,14.444775571621689,United Kingdom,21373
4,2012-05-31,15.477478283970015,United Kingdom,21373
5,2012-06-30,38.54614138477457,United Kingdom,21373
0,2011-12-31,26.50500077736866,United Kingdom,21374
1,2012-01-31,-0.004526336124204278,United Kingdom,21374
2,2012-02-29,37.56034531139872,United Kingdom,21374
3,2012-03-31,29.93331693311336,United Kingdom,21374
4,2012-04-30,1.8712031886952047,United Kingdom,21374
5,2012-05-31,9.371387852138774,United Kingdom,21374
0,2012-01-31,5.45010340795268,United Kingdom,21375
1,2012-02-29,5.450172779344902,United Kingdom,21375
2,2012-03-31,46.000270194165836,United Kingdom,21375
3,2012-04-30,16.3501620115118,United Kingdom,21375
4,2012-05-31,24.52521464812066,United Kingdom,21375
5,2012-06-30,13.6252432536069,United Kingdom,21375
0,2012-01-31,-0.3004179105259652,United Kingdom,21376
1,2012-02-29,6.090795982430342,United Kingdom,21376
2,2012-03-31,48.38121571145498,United Kingdom,21376
3,2012-04-30,2.5227632230457395,United Kingdom,21376
4,2012-05-31,22.537859824091,United Kingdom,21376
5,2012-06-30,7.128973009086398,United Kingdom,21376
0,2012-01-31,8.966234161047826,United Kingdom,21377
1,2012-02-29,9.394146233565579,United Kingdom,21377
2,2012-03-31,37.39185638924171,United Kingdom,21377
3,2012-04-30,36.30509720019417,United Kingdom,21377
4,2012-05-31,10.598335913749617,United Kingdom,21377
5,2012-06-30,7.946441035817887,United Kingdom,21377
0,2012-01-31,12.000681548888075,United Kingdom,21378
1,2012-02-29,15.316227817233969,United Kingdom,21378
2,2012-03-31,42.03174881725199,United Kingdom,21378
3,2012-04-30,11.742382886442812,United Kingdom,21378
4,2012-05-31,15.933055175194287,United Kingdom,21378
5,2012-06-30,15.048462445802476,United Kingdom,21378
0,2012-01-31,9.440612908137151,United Kingdom,21379
1,2012-02-29,10.116026006940789,United Kingdom,21379
2,2012-03-31,24.22964080674697,United Kingdom,21379
3,2012-04-30,7.032874889532219,United Kingdom,21379
4,2012-05-31,16.119020756991457,United Kingdom,21379
5,2012-06-30,12.632826322415623,United Kingdom,21379
0,2011-12-31,69.14041804032001,United Kingdom,21380
1,2012-01-31,142.3218727758947,United Kingdom,21380
2,2012-02-29,262.0237581535495,United Kingdom,21380
3,2012-03-31,428.76369336073685,United Kingdom,21380
4,2012-04-30,66.02987059093556,United Kingdom,21380
5,2012-05-31,289.9477878397881,United Kingdom,21380
0,2012-01-31,96.26989091113836,United Kingdom,21381
1,2012-02-29,79.99737189764271,United Kingdom,21381
2,2012-03-31,235.21153601741256,United Kingdom,21381
3,2012-04-30,153.2468591719306,United Kingdom,21381
4,2012-05-31,220.22735390216224,United Kingdom,21381
5,2012-06-30,198.13134298751734,United Kingdom,21381
0,2012-01-31,100.24592694004087,United Kingdom,21383
1,2012-02-29,121.27103080376392,United Kingdom,21383
2,2012-03-31,212.2310720064665,United Kingdom,21383
3,2012-04-30,44.14116359825137,United Kingdom,21383
4,2012-05-31,7.481233507227394,United Kingdom,21383
5,2012-06-30,23.810964788512376,United Kingdom,21383
0,2012-01-31,335.87262975424363,United Kingdom,21385
1,2012-02-29,222.8469667640963,United Kingdom,21385
2,2012-03-31,159.95467068158626,United Kingdom,21385
3,2012-04-30,13.80562442033792,United Kingdom,21385
4,2012-05-31,118.36621613640739,United Kingdom,21385
5,2012-06-30,68.86360604995781,United Kingdom,21385
0,2012-01-31,27.04795042208561,United Kingdom,21386
1,2012-02-29,56.922745645651574,United Kingdom,21386
2,2012-03-31,119.86553838828138,United Kingdom,21386
3,2012-04-30,15.301696420716594,United Kingdom,21386
4,2012-05-31,0.009116183737564398,United Kingdom,21386
5,2012-06-30,21.415743999411355,United Kingdom,21386
0,2012-01-31,114.14910141838433,United Kingdom,21389
1,2012-02-29,112.02218245659722,United Kingdom,21389
2,2012-03-31,264.03076330523567,United Kingdom,21389
3,2012-04-30,112.13421622426387,United Kingdom,21389
4,2012-05-31,47.987896270157904,United Kingdom,21389
5,2012-06-30,64.98883049127394,United Kingdom,21389
0,2012-01-31,397.1844006031452,United Kingdom,21390
1,2012-02-29,269.7637902284208,United Kingdom,21390
2,2012-03-31,361.0778725729331,United Kingdom,21390
3,2012-04-30,293.9438922399714,United Kingdom,21390
4,2012-05-31,219.43361941979003,United Kingdom,21390
5,2012-06-30,303.97835179567994,United Kingdom,21390
0,2011-12-31,0.8050814141106883,United Kingdom,21391
1,2012-01-31,-12.694320844789708,United Kingdom,21391
2,2012-02-29,3.3360231157689277,United Kingdom,21391
3,2012-03-31,43.57674191361539,United Kingdom,21391
4,2012-04-30,23.902286756879008,United Kingdom,21391
5,2012-05-31,-9.39205744886419,United Kingdom,21391
0,2011-12-31,0.9750037598705728,United Kingdom,21395
1,2012-01-31,-1.7937496643583017e-07,United Kingdom,21395
2,2012-02-29,6.824999389164927,United Kingdom,21395
3,2012-03-31,4.359999856486167,United Kingdom,21395
4,2012-04-30,17.115005223569888,United Kingdom,21395
5,2012-05-31,13.910003281726187,United Kingdom,21395
0,2012-01-31,6.133336185045905,United Kingdom,21400
1,2012-02-29,8.310791412213737,United Kingdom,21400
2,2012-03-31,10.327210488476961,United Kingdom,21400
3,2012-04-30,4.813594229739843,United Kingdom,21400
4,2012-05-31,8.450373371257955,United Kingdom,21400
5,2012-06-30,5.8473952417960815,United Kingdom,21400
0,2012-01-31,4.360106100736764,United Kingdom,21401
1,2012-02-29,10.494832509552827,United Kingdom,21401
2,2012-03-31,17.95502964741263,United Kingdom,21401
3,2012-04-30,3.5699754418220326,United Kingdom,21401
4,2012-05-31,5.130013510253116,United Kingdom,21401
5,2012-06-30,3.900024072285605,United Kingdom,21401
0,2012-01-31,12.329906591500334,United Kingdom,21402
1,2012-02-29,18.004682895729776,United Kingdom,21402
2,2012-03-31,16.695074372610655,United Kingdom,21402
3,2012-04-30,6.014950932525107,United Kingdom,21402
4,2012-05-31,8.894984768668138,United Kingdom,21402
5,2012-06-30,5.9698558293021,United Kingdom,21402
0,2012-01-31,4.999873111747225,United Kingdom,21403
1,2012-02-29,12.59494139754187,United Kingdom,21403
2,2012-03-31,15.59989479575669,United Kingdom,21403
3,2012-04-30,12.599935897724544,United Kingdom,21403
4,2012-05-31,11.66997405052866,United Kingdom,21403
5,2012-06-30,16.574986176576708,United Kingdom,21403
0,2011-12-31,38.67016559324783,United Kingdom,21407
1,2012-01-31,-79.19745220478043,United Kingdom,21407
2,2012-02-29,-137.82767196620432,United Kingdom,21407
3,2012-03-31,-40.632911034063895,United Kingdom,21407
4,2012-04-30,-149.06649594697524,United Kingdom,21407
5,2012-05-31,-72.86503801489003,United Kingdom,21407
0,2012-01-31,76.67732426076691,United Kingdom,21408
1,2012-02-29,69.93442395769122,United Kingdom,21408
2,2012-03-31,59.512797779219085,United Kingdom,21408
3,2012-04-30,48.63504571448093,United Kingdom,21408
4,2012-05-31,76.3599542297769,United Kingdom,21408
5,2012-06-30,57.53447113189648,United Kingdom,21408
0,2012-01-31,403.6696340461271,United Kingdom,21411
1,2012-02-29,296.84239386656674,United Kingdom,21411
2,2012-03-31,205.84289911555675,United Kingdom,21411
3,2012-04-30,125.98089246018705,United Kingdom,21411
4,2012-05-31,176.70013903807475,United Kingdom,21411
5,2012-06-30,206.43566689725822,United Kingdom,21411
0,2011-12-31,10.42128841300366,United Kingdom,21413
1,2012-01-31,23.015231394357706,United Kingdom,21413
2,2012-02-29,5.799726646606936,United Kingdom,21413
3,2012-03-31,9.159475057415383,United Kingdom,21413
4,2012-04-30,-3.73497047228075,United Kingdom,21413
5,2012-05-31,16.641269930133728,United Kingdom,21413
0,2012-01-31,44.83249134612393,United Kingdom,21415
1,2012-02-29,29.132107459941963,United Kingdom,21415
2,2012-03-31,37.476347381551314,United Kingdom,21415
3,2012-04-30,27.099994230283514,United Kingdom,21415
4,2012-05-31,35.19443033665827,United Kingdom,21415
5,2012-06-30,30.963271082200798,United Kingdom,21415
0,2012-01-31,19.709991187758405,United Kingdom,21417
1,2012-02-29,20.834997062111086,United Kingdom,21417
2,2012-03-31,69.13500391669416,United Kingdom,21417
3,2012-04-30,17.820020370765796,United Kingdom,21417
4,2012-05-31,26.520006200939193,United Kingdom,21417
5,2012-06-30,33.54001297603241,United Kingdom,21417
0,2012-01-31,4.204181527831398,United Kingdom,21418
1,2012-02-29,11.143837658276535,United Kingdom,21418
2,2012-03-31,26.867124908028384,United Kingdom,21418
3,2012-04-30,5.387253464545367,United Kingdom,21418
4,2012-05-31,2.1570885596237783,United Kingdom,21418
5,2012-06-30,20.151582443635817,United Kingdom,21418
0,2012-01-31,3.2499930649991384,United Kingdom,21420
1,2012-02-29,1.6249930741346565,United Kingdom,21420
2,2012-03-31,1.6250012583275533,United Kingdom,21420
3,2012-04-30,6.565015843075702,United Kingdom,21420
4,2012-05-31,4.875023500097434,United Kingdom,21420
5,2012-06-30,23.06496605566376,United Kingdom,21420
0,2011-12-31,37.26507903701147,United Kingdom,21422
1,2012-01-31,35.156976521020106,United Kingdom,21422
2,2012-02-29,19.684793956749306,United Kingdom,21422
3,2012-03-31,52.870951084052166,United Kingdom,21422
4,2012-04-30,43.97920727686856,United Kingdom,21422
5,2012-05-31,32.142052810508616,United Kingdom,21422
0,2011-12-31,20.410283945741625,United Kingdom,21425
1,2012-01-31,61.70415974143254,United Kingdom,21425
2,2012-02-29,-14.682917360371277,United Kingdom,21425
3,2012-03-31,-14.936650719361204,United Kingdom,21425
4,2012-04-30,27.628312423535025,United Kingdom,21425
5,2012-05-31,12.820746564627855,United Kingdom,21425
0,2012-01-31,2.482571545736203,United Kingdom,21426
1,2012-02-29,18.716213591698093,United Kingdom,21426
2,2012-03-31,31.492064832167383,United Kingdom,21426
3,2012-04-30,4.211831995164273,United Kingdom,21426
4,2012-05-31,6.313993729086713,United Kingdom,21426
5,2012-06-30,12.820932939657293,United Kingdom,21426
0,2011-12-31,24.668265177823685,United Kingdom,21427
1,2012-01-31,27.58018347487234,United Kingdom,21427
2,2012-02-29,-8.28788588683005,United Kingdom,21427
3,2012-03-31,0.25513671931180326,United Kingdom,21427
4,2012-04-30,10.173392946719835,United Kingdom,21427
5,2012-05-31,-13.115996106732776,United Kingdom,21427
0,2012-01-31,274.5213615089232,United Kingdom,21428
1,2012-02-29,181.50389481416192,United Kingdom,21428
2,2012-03-31,70.97994622182904,United Kingdom,21428
3,2012-04-30,70.59027763294009,United Kingdom,21428
4,2012-05-31,31.03617761886497,United Kingdom,21428
5,2012-06-30,37.837071921145,United Kingdom,21428
0,2012-01-31,-136.23587788505466,United Kingdom,21429
1,2012-02-29,-106.51779380449729,United Kingdom,21429
2,2012-03-31,-76.39187988124603,United Kingdom,21429
3,2012-04-30,-71.26483431038808,United Kingdom,21429
4,2012-05-31,-138.3565867041732,United Kingdom,21429
5,2012-06-30,-0.8648067531622843,United Kingdom,21429
0,2012-01-31,229.74947579822853,United Kingdom,21430
1,2012-02-29,86.92671504936834,United Kingdom,21430
2,2012-03-31,123.34451660740788,United Kingdom,21430
3,2012-04-30,15.339014430313966,United Kingdom,21430
4,2012-05-31,-51.99225584036617,United Kingdom,21430
5,2012-06-30,130.83522513799443,United Kingdom,21430
0,2012-01-31,35.423412893958364,United Kingdom,21439
1,2012-02-29,88.95254085640745,United Kingdom,21439
2,2012-03-31,135.8403600523706,United Kingdom,21439
3,2012-04-30,48.234423288389856,United Kingdom,21439
4,2012-05-31,4.617266839306197,United Kingdom,21439
5,2012-06-30,53.94011888765039,United Kingdom,21439
0,2012-01-31,30.26995949140774,United Kingdom,21441
1,2012-02-29,7.9149739605674245,United Kingdom,21441
2,2012-03-31,34.18510522226587,United Kingdom,21441
3,2012-04-30,26.32001598540836,United Kingdom,21441
4,2012-05-31,33.77000507390468,United Kingdom,21441
5,2012-06-30,45.37008137003903,United Kingdom,21441
0,2012-01-31,41.32931613133792,United Kingdom,21442
